realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2010-01-01,20.592725011658636
2019-12-06,2019-12-06,2011-01-01,20.680114838319735
2019-12-06,2019-12-06,2012-01-01,21.254424444108306
2019-12-06,2019-12-06,2013-01-01,21.77710933975034
2019-12-06,2019-12-06,2014-01-01,22.022696929238986
2019-12-06,2019-12-06,2015-01-01,21.88896920630331
2019-12-06,2019-12-06,2016-01-01,22.712197945304588
2019-12-06,2019-12-06,2017-01-01,26.52721417069243
