realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2010-01-01,16.808201485308363
2019-12-06,2019-12-06,2011-01-01,17.296781979082866
2019-12-06,2019-12-06,2012-01-01,17.638238664265838
2019-12-06,2019-12-06,2013-01-01,17.900658388199016
2019-12-06,2019-12-06,2014-01-01,18.2536013400335
2019-12-06,2019-12-06,2015-01-01,18.50649024369818
2019-12-06,2019-12-06,2016-01-01,18.756905623150278
2019-12-06,2019-12-06,2017-01-01,18.89906306590032
