realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2010-01-01,14.614945330454766
2019-12-06,2019-12-06,2011-01-01,15.036560033236395
2019-12-06,2019-12-06,2012-01-01,15.192398719198106
2019-12-06,2019-12-06,2013-01-01,15.464716610549944
2019-12-06,2019-12-06,2014-01-01,15.644903906195795
2019-12-06,2019-12-06,2015-01-01,15.79704031533089
2019-12-06,2019-12-06,2016-01-01,15.409356725146198
2019-12-06,2019-12-06,2017-01-01,15.356851677641894
